gene,p-value,beta,method,CI,Lower,Upper
BCL3,0.12847265891591014,0.023982741953406245,PT-2SLS,"[-0.051304608464992726, 0.09927009237180522]",-0.051304608464992726,0.09927009237180522
BCL3,4.693945710459194e-10,0.08411925887544461,2SIR,"[0.004629127894184543, 0.16360938985670467]",0.004629127894184543,0.16360938985670467
BIN1,3.151088195588445e-08,0.06864104676296566,2SLS,"[0.010068933417731789, 0.12721316010819952]",0.010068933417731789,0.12721316010819952
BIN1,2.1323244554721953e-08,0.06741203164731963,PT-2SLS,"[-0.0014092276132081916, 0.13623329090784744]",-0.0014092276132081916,0.13623329090784744
BIN1,5.351304998353782e-09,0.06727560308274233,2SIR,"[0.00991534655633463, 0.12463585960915002]",0.00991534655633463,0.12463585960915002
CBLC,9.877114411651886e-06,0.06956518532003915,2SLS,"[-0.004447779735088794, 0.14357815037516708]",-0.004447779735088794,0.14357815037516708
CBLC,0.015543741283176293,0.03872549958700613,PT-2SLS,"[-0.04013224939233568, 0.11758324856634794]",-0.04013224939233568,0.11758324856634794
CBLC,9.262697240180563e-29,0.16197874024359898,2SIR,"[0.0, 0.3272748018484951]",0.0,0.3272748018484951
CEACAM19,0.12343440907194278,0.02251980803776081,2SLS,"[-0.045898465342229744, 0.09093808141775137]",-0.045898465342229744,0.09093808141775137
CEACAM19,0.12070649501200893,0.022803510736097894,PT-2SLS,"[-0.04757384348652238, 0.09318086495871816]",-0.04757384348652238,0.09318086495871816
CEACAM19,0.0007820466570302482,0.049762917817586565,2SIR,"[0.0, 0.11730311993435039]",0.0,0.11730311993435039
CHRNA2,0.0006027035398001333,0.043601548858522694,2SLS,"[-0.01602275949661891, 0.1032258572136643]",-0.01602275949661891,0.1032258572136643
CHRNA2,0.0005646502651432788,0.045384998986216375,PT-2SLS,"[-0.02177775142635372, 0.11254774939878648]",-0.02177775142635372,0.11254774939878648
CHRNA2,1.443352338302197e-06,0.07403875841509215,2SIR,"[0.0, 0.2115920124529504]",0.0,0.2115920124529504
CLPTM1,3.8101447941084548e-06,0.054975886163655396,2SLS,"[-0.0012718582018906577, 0.11122363052920145]",-0.0012718582018906577,0.11122363052920145
CLPTM1,8.480707690558837e-06,0.05297357532878136,PT-2SLS,"[-0.00964290795831356, 0.11559005861587628]",-0.00964290795831356,0.11559005861587628
CLPTM1,0.00045852417736826035,0.04174190723719624,2SIR,"[0.0, 0.09087292173829734]",0.0,0.09087292173829734
CYP27C1,2.1866839918487667e-10,0.09125770158518999,2SLS,"[0.02350823679593815, 0.15900716637444184]",0.02350823679593815,0.15900716637444184
CYP27C1,2.0160010506815375e-10,0.0895127676315987,PT-2SLS,"[0.003819903523377577, 0.17520563173981982]",0.003819903523377577,0.17520563173981982
CYP27C1,0.0007049515821993077,0.05001419114536704,2SIR,"[0.0, 0.11176310401697989]",0.0,0.11176310401697989
HLA-DRB5,2.6921418873256496e-05,0.03834229966872662,2SLS,"[-0.006401211254278942, 0.08308581059173217]",-0.006401211254278942,0.08308581059173217
HLA-DRB5,3.86793407634384e-06,0.04236456552733004,PT-2SLS,"[-0.009055838278856032, 0.09378496933351611]",-0.009055838278856032,0.09378496933351611
HLA-DRB5,1.3633564224478674e-06,0.04630979006582614,2SIR,"[0.004626990632673474, 0.08799258949897881]",0.004626990632673474,0.08799258949897881
MS4A4A,2.0471275652251523e-07,0.06013767658834134,2SLS,"[0.002787395266591358, 0.11748795791009133]",0.002787395266591358,0.11748795791009133
MS4A4A,2.0654219624453361e-07,0.060364612114686765,PT-2SLS,"[-0.002997472339315181, 0.1237266965686887]",-0.002997472339315181,0.1237266965686887
MS4A4A,3.7846516008436934e-07,0.05692932469036276,2SIR,"[0.004184813491195129, 0.10967383588953039]",0.004184813491195129,0.10967383588953039
MS4A6A,4.692691194397607e-10,0.05976352492036807,2SLS,"[0.014634231819818919, 0.10489281802091723]",0.014634231819818919,0.10489281802091723
MS4A6A,3.2410743396672096e-10,0.06010329848923658,PT-2SLS,"[0.007892139636093018, 0.11231445734238014]",0.007892139636093018,0.11231445734238014
MS4A6A,2.369679728033946e-10,0.05801111610291793,2SIR,"[0.0014654028977119093, 0.11455682930812396]",0.0014654028977119093,0.11455682930812396
MTCH2,7.135087342819078e-07,0.08684529131689742,2SLS,"[0.003969190740222214, 0.1697213918935726]",0.003969190740222214,0.1697213918935726
MTCH2,7.378294430557735e-07,0.08692999168862284,PT-2SLS,"[-0.015082176581034237, 0.1889421599582799]",-0.015082176581034237,0.1889421599582799
MTCH2,3.53228483221867e-06,0.07774729344286381,2SIR,"[0.0, 0.3571973609616568]",0.0,0.3571973609616568
NKPD1,0.14356988640197407,0.01861342988718478,2SLS,"[-0.04091625287059436, 0.07814311264496393]",-0.04091625287059436,0.07814311264496393
NKPD1,0.03135485780697689,0.027407396243117593,PT-2SLS,"[-0.03410761920330149, 0.08892241168953667]",-0.03410761920330149,0.08892241168953667
NKPD1,1.3801497451652011e-06,0.05901483584001203,2SIR,"[0.0070336398287620325, 0.11099603185126203]",0.0070336398287620325,0.11099603185126203
TOMM40,0.4249122451171936,0.01250037729609529,2SLS,"[-0.06078622312392981, 0.0857869777161204]",-0.06078622312392981,0.0857869777161204
TOMM40,0.4196397427471765,0.012643346355276502,PT-2SLS,"[-0.06105917430328438, 0.08634586701383738]",-0.06105917430328438,0.08634586701383738
TOMM40,1.8035436305773836e-10,0.0767270350747743,2SIR,"[0.010510870401590863, 0.14294319974795772]",0.010510870401590863,0.14294319974795772
ZNF296,8.66894594730521e-06,0.05566606386782674,2SLS,"[-0.003671937243993083, 0.11500406497964658]",-0.003671937243993083,0.11500406497964658
ZNF296,1.4658691156102528e-06,0.05851682183666303,PT-2SLS,"[-0.005770855068131894, 0.12280449874145795]",-0.005770855068131894,0.12280449874145795
ZNF296,0.2269698711990873,0.013786825548973952,2SIR,"[0.0, 0.05645021026830034]",0.0,0.05645021026830034
