hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:23339	ACBD6	acyl-CoA binding domain containing 6	protein-coding gene	gene with protein product	Approved	1q25.2-q25.3	01q25.2-q25.3	MGC2404			acyl-Coenzyme A binding domain containing 6	"Ankyrin repeat domain containing|MicroRNA protein coding host genes"	"403|1691"	2003-11-11		2010-04-30	2021-05-26	84320	ENSG00000230124	OTTHUMG00000035117	uc001gog.4	BC006505	NM_032360	CCDS1339	Q9BR61	18268358	MGI:1919732	RGD:1305030			616352																				HGNC:23339	"ENST00000367595.4|NM_032360.4"	HGNC:23339
HGNC:4035	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	protein-coding gene	gene with protein product	Approved	1q23.2	01q23.2	"CCBP1|GPD|Dfy|CD234"	"atypical chemokine receptor 1|glycoprotein D"	"FY|DARC"	"Duffy blood group|Duffy blood group, chemokine receptor|Duffy blood group, atypical chemokine receptor"	"Blood group antigens|CD molecules|Atypical chemokine receptors"	"454|471|1090"	2001-06-22	2014-04-04	2014-04-04	2021-04-13	2532	ENSG00000213088	OTTHUMG00000037182		U01839	NM_002036	"CCDS44252|CCDS1183"	Q16570	"8248172|7663520|16148"	MGI:1097689	RGD:1596198	LRG_801|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_801.xml		613665										objectId:316			CD234							HGNC:4035	"ENST00000368122.4|NM_002036.4"	
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	protein-coding gene	gene with protein product	Approved	1p36.31	01p36.31	"BACH|ACH1|ACT|CTE-II|LACH1|MGC1126|hBACH"	"brain acyl CoA hydrolase|Long chain acyl-CoA thioester hydrolase"			Acyl-CoA thioesterases	41	2005-09-07			2021-10-20	11332	ENSG00000097021	OTTHUMG00000001295	uc001ams.4	AB074417	NM_007274	"CCDS66|CCDS30573|CCDS65|CCDS67"	O00154	"10578051|16103133|16940157"	MGI:1917275	RGD:628856			602587															3.1.2.2					HGNC:24157	"ENST00000361521.9|NM_007274.4"	
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	protein-coding gene	gene with protein product	Approved	1p32.3	01p32.3	"STARD14|BFIT|KIAA0707|BFIT1|THEM1"	StAR-related lipid transfer (START) domain containing 14	THEA	thioesterase, adipose associated	"Acyl-CoA thioesterases|StAR related lipid transfer domain containing"	"41|759"	2002-03-11	2005-09-08	2005-09-08	2014-11-18	26027	ENSG00000162390	OTTHUMG00000009891	uc001cxm.3	AB014607	NM_015547	"CCDS593|CCDS592"	Q8WXI4	"11696000|16103133|16940157"	MGI:1913736	RGD:2324815			606803															3.1.2.-					HGNC:18156	"ENST00000343744.7|NM_147161.4"	
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	"LPAP|ACPL1"	lysophosphatidic acid phosphatase			Acid phosphatases	1071	2004-07-09			2016-10-05	51205	ENSG00000162836	OTTHUMG00000014019	uc001epr.3	BC009965	NM_016361	CCDS928	Q9NPH0	"12010880|10506173"	MGI:1931010	RGD:1306336			611471					469912															HGNC:29609	"ENST00000583509.7|NM_016361.5"	
HGNC:129	ACTA1	actin alpha 1, skeletal muscle	protein-coding gene	gene with protein product	Approved	1q42.13	01q42.13	NEM3	nemaline myopathy type 3	ACTA		Actins	929	1986-01-01		2019-01-10	2021-05-26	58	ENSG00000143632	OTTHUMG00000038006	uc001htm.4	J00068	NM_001100	CCDS1578	P68133	"10072583|6865942"	MGI:87902	RGD:2025	"Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=ACTA1|LRG_429|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_429.xml"		102610					117750															HGNC:129	"ENST00000366684.7|NM_001100.4"	HGNC:129
HGNC:24018	ACTL8	actin like 8	protein-coding gene	gene with protein product	Approved	1p36.13	01p36.13	CT57	cancer/testis antigen 57			Actin related proteins	1436	2005-05-19		2015-11-17	2019-03-22	81569	ENSG00000117148	OTTHUMG00000002512	uc001bat.3	AK057339	NM_030812	CCDS183	Q9H568	30535476																									HGNC:24018	"ENST00000375406.2|NM_030812.3"	
HGNC:164	ACTN2	actinin alpha 2	protein-coding gene	gene with protein product	Approved	1q43	01q43					Actinins	1112	1991-07-16		2016-01-18	2021-05-26	88	ENSG00000077522	OTTHUMG00000040059	uc001hyf.4	BC047901	NM_001103	"CCDS73053|CCDS60455|CCDS1613"	P35609	1339456	MGI:109192	RGD:1308097	LRG_436|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_436.xml		102573					159192															HGNC:164	"ENST00000366578.6|NM_001103.4"	HGNC:164
HGNC:24026	ACTRT2	actin related protein T2	protein-coding gene	gene with protein product	Approved	1p36.32	01p36.32	"Arp-T2|ARPM2|FLJ25424|ACTRT2"				Actin related proteins	1436	2005-11-22		2015-12-01	2022-03-22	140625	ENSG00000169717	OTTHUMG00000000562	uc001ajz.4	"AF440740|AB057364"	NM_080431	CCDS45	Q8TDY3	"11750065|12243744"	MGI:1920603	RGD:1359657			608535																				HGNC:24026	"ENST00000378404.4|NM_080431.5"	
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	MDC15	metargidin		a disintegrin and metalloproteinase domain 15 (metargidin)	ADAM metallopeptidase domain containing	47	1998-12-01		2007-06-04	2020-09-17	8751	ENSG00000143537	OTTHUMG00000013898	uc001fgr.3	U46005	NM_003815	"CCDS58032|CCDS58031|CCDS1088|CCDS1087|CCDS1086|CCDS44236|CCDS1085|CCDS60282|CCDS1084"	Q13444	9516430	MGI:1333882	RGD:620402			605548								M12.215		objectId:1661										HGNC:193	"ENST00000356955.7|NM_207197.3"	
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	protein-coding gene	gene with protein product	Approved	1p12	01p12	svph4			a disintegrin and metalloproteinase domain 30	ADAM metallopeptidase domain containing	47	1999-08-23		2005-08-18	2020-09-17	11085	ENSG00000134249	OTTHUMG00000189303	uc001eij.4	AF171932	NM_021794	CCDS907	Q9UKF2	10512762	MGI:1918328	RGD:1594713			604779								M12.232		objectId:1671										HGNC:208	"ENST00000369400.2|NM_021794.4"	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	protein-coding gene	gene with protein product	Approved	1q23.3	01q23.3	"KIAA0688|ADAMTS-2|ADMP-1"			a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 4	ADAM metallopeptidases with thrombospondin type 1 motif	50	1999-04-15		2015-11-09	2020-09-17	9507	ENSG00000158859	OTTHUMG00000034349	uc001fyt.5	AB014588	NM_005099	CCDS1223	O75173	10094461	MGI:1339949	RGD:621242			603876								M12.221		objectId:1677										HGNC:220	"ENST00000367996.6|NM_005099.6"	
HGNC:19706	ADAMTSL4	ADAMTS like 4	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	DKFZP434K1772		TSRC1	thrombospondin repeat containing 1	"ADAMTS like|MicroRNA protein coding host genes"	"947|1691"	2003-06-02	2005-12-01	2015-11-09	2021-05-26	54507	ENSG00000143382	OTTHUMG00000034863	uc001eux.5	BC027478	NM_019032	"CCDS955|CCDS30852|CCDS72908"	Q6UY14	12706885	MGI:2389008	RGD:1561012			610113					178791															HGNC:19706	"ENST00000271643.9|NM_019032.6"	HGNC:19706
HGNC:225	ADAR	adenosine deaminase RNA specific	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	ADAR1		"IFI4|G1P1"	interferon-induced protein 4	Adenosine deaminases acting on RNA	1303	1995-12-12		2019-01-18	2021-04-13	103	ENSG00000160710	OTTHUMG00000037261	uc001ffh.4	BC038227	NM_001111	"CCDS1071|CCDS30879"	P55265	7972084	MGI:1889575	RGD:71099	LRG_1212|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1212.xml		146920					119502										3.5.4.-					HGNC:225	"ENST00000368474.9|NM_001111.5"	HGNC:225
HGNC:21285	ADCY10	adenylate cyclase 10	protein-coding gene	gene with protein product	Approved	1q24.2	01q24.2	"SAC|Sacy|SACI|HCA2|RP1-313L4.2"	"soluble adenylyl cyclase|Hypercalciuria, absorptive, 2"		adenylate cyclase 10, soluble	Adenylate cyclases	53	2008-01-16		2017-09-25	2021-05-26	55811	ENSG00000143199	OTTHUMG00000034573	uc001ger.4	AF271058	NM_018417	"CCDS72977|CCDS1265|CCDS53426"	Q96PN6	23255611	MGI:2660854	RGD:708450			605205					168172					objectId:3068					4.6.1.1					HGNC:21285	"ENST00000367851.9|NM_018417.6"	HGNC:21285
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	protein-coding gene	gene with protein product	Approved	1p35.2	01p35.2			BAI2	brain-specific angiogenesis inhibitor 2	"Adhesion G protein-coupled receptors, subfamily B|MicroRNA protein coding host genes"	"912|1691"	1998-06-05	2015-03-03	2015-03-03	2021-05-26	576	ENSG00000121753	OTTHUMG00000003885		AB005298	NM_001703	"CCDS72747|CCDS72746"	O60241	"9533023|25713288"	MGI:2451244	RGD:1309431			602683										objectId:175										HGNC:944	"ENST00000373658.8|NM_001364857.2"	
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	protein-coding gene	gene with protein product	Approved	1p31.1	01p31.1	"KIAA0786|LEC1|CIRL2"	calcium-independent alpha-latrotoxin receptor 2	"LPHH1|LPHN2"	"latrophilin 1|latrophilin 2"	Adhesion G protein-coupled receptors, subfamily L	918	2002-04-26	2015-03-03	2015-03-03	2021-05-26	23266	ENSG00000117114	OTTHUMG00000009844		AJ131581	NM_012302	"CCDS81345|CCDS76174|CCDS689|CCDS72811"	O95490	"10760572|25713288"	MGI:2139714	RGD:620835			607018										objectId:207										HGNC:18582	"ENST00000686636.1|NM_001366006.2"	
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	protein-coding gene	gene with protein product	Approved	1p31.1	01p31.1	ETL		ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	Adhesion G protein-coupled receptors, subfamily L	918	2003-04-29	2015-03-03	2015-03-03	2016-10-05	64123	ENSG00000162618	OTTHUMG00000009738		AF192403	NM_022159	CCDS41352	Q9HBW9	"11050079|25713288"	MGI:2655562	RGD:621136			616419								P02.013		objectId:181										HGNC:20822	"ENST00000370742.4|NM_022159.4"	
HGNC:24040	ADIPOR1	adiponectin receptor 1	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	"PAQR1|ACDCR1"				"Adiponectin receptors|Progestin and adipoQ receptor family"	"293|930"	2004-06-23			2021-05-26	51094	ENSG00000159346	OTTHUMG00000041391	uc001gyq.7		NM_015999	CCDS1430	Q96A54	12802337	MGI:1919924	RGD:1303151			607945										objectId:649										HGNC:24040	"ENST00000340990.10|NM_015999.6"	HGNC:24040
HGNC:262	ADORA1	adenosine A1 receptor	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	RDC7				Adenosine receptors	211	1991-03-11			2021-05-26	134	ENSG00000163485	OTTHUMG00000042125	uc057onx.1	BC026340	NM_000674	CCDS1434	P30542	"1662665|2541503"	MGI:99401	RGD:2048			102775										objectId:18										HGNC:262	"ENST00000337894.9|NM_000674.3"	
HGNC:268	ADORA3	adenosine A3 receptor	protein-coding gene	gene with protein product	Approved	1p13.2	01p13.2	"AD026|A3AR"				"Adenosine receptors|V-set domain containing"	"211|590"	1993-12-13			2021-05-26	140	ENSG00000282608	OTTHUMG00000011957	uc001ebh.5	BC029831	"NM_000677|NM_020683"	"CCDS839|CCDS81358"	P0DMS8	7607699	MGI:104847	RGD:2051	LRG_424|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_424.xml		600445										objectId:21										HGNC:268	"ENST00000241356.5|NM_000677.4"	
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	"ARH3|FLJ20446"	ADP-ribosylarginine hydrolase like 2	ADPRHL2	ADP-ribosylhydrolase like 2			2003-06-19	2019-11-01	2019-11-01	2019-11-01	54936	ENSG00000116863	OTTHUMG00000007628	uc001bzt.4	AJ427295	NM_017825	CCDS402	Q9NX46	"12070318|16278211|30472116"	MGI:2140364	RGD:1309068			610624																				HGNC:21304	"ENST00000373178.5|NM_017825.3"	
HGNC:292	ADSS2	adenylosuccinate synthase 2	protein-coding gene	gene with protein product	Approved	1q44	01q44			ADSS	adenylosuccinate synthase			1989-05-19	2019-07-11	2019-07-11	2020-09-17	159	ENSG00000035687	OTTHUMG00000040102	uc001iaj.4	BC012356	NM_001126	CCDS1624	P30520	"2004783|1592113"	MGI:87948	RGD:1310508			103060															6.3.4.4					HGNC:292	"ENST00000366535.4|NM_001126.5"	
HGNC:25892	AGBL4	AGBL carboxypeptidase 4	protein-coding gene	gene with protein product	Approved	1p33	01p33	"FLJ14442|CCP6"	cytosolic carboxypeptidase 6		ATP/GTP binding protein like 4	M14 carboxypeptidases	1321	2005-05-26		2021-02-04	2021-02-04	84871	ENSG00000186094	OTTHUMG00000007793	uc001cru.3	AK027348	NM_032785	CCDS44137	Q5VU57	21074048	MGI:1918244	RGD:6493177			616476								M14.027												HGNC:25892	"ENST00000371839.6|NM_032785.4"	
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	protein-coding gene	gene with protein product	Approved	1p21.2	01p21.2	GDE	"glycogen debranching enzyme|glycogen storage disease type III"		amylo-1, 6-glucosidase, 4-alpha-glucanotransferase	Glycoside hydrolases	1650	1992-07-29		2010-04-27	2021-02-03	178	ENSG00000162688	OTTHUMG00000010803	uc001dsi.2	BC078663	NM_000028	"CCDS759|CCDS760"	P35573	1505983	MGI:1924809	RGD:1306376			610860					119523										"2.4.1.25|3.2.1.33"					HGNC:321	"ENST00000361915.8|NM_000642.3"	HGNC:321
HGNC:18407	AGMAT	agmatinase	protein-coding gene	gene with protein product	Approved	1p36.21	01p36.21	FLJ23384			agmatine ureohydrolase (agmatinase)			2002-03-22		2015-11-03	2016-10-05	79814	ENSG00000116771	OTTHUMG00000002357	uc001awv.3	AY057097	NM_024758	CCDS160	Q9BSE5	"11804860|14648699|11914032"	MGI:1923236	RGD:1308424			617887															3.5.3.11					HGNC:18407	"ENST00000375826.4|NM_024758.5"	
HGNC:3262	AGO1	argonaute RISC component 1	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	hAGO1	argonaute 1	EIF2C1	"eukaryotic translation initiation factor 2C, 1|argonaute RISC catalytic component 1"	Argonaute RISC component family	2037	1999-12-07	2013-02-15	2019-02-01	2021-05-26	26523	ENSG00000092847	OTTHUMG00000007381	uc001bzl.5	AF093097	NM_001317122	"CCDS81300|CCDS398"	Q9UL18	"10534406|12906857|16936728"	MGI:2446630	RGD:1304619			606228					469930															HGNC:3262	"ENST00000373204.6|NM_012199.5"	
HGNC:18421	AGO3	argonaute RISC catalytic component 3	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	"hAGO3|FLJ12765"	argonaute 3	EIF2C3	eukaryotic translation initiation factor 2C, 3	Argonaute RISC component family	2037	2002-04-26	2013-02-15	2018-11-09	2020-04-21	192669	ENSG00000126070	OTTHUMG00000184172	uc001bzp.4	AB046787	NM_024852	"CCDS400|CCDS399"	Q9H9G7	"12906857|29040713"	MGI:2446634	RGD:1309163			607355															3.1.26.n2					HGNC:18421	"ENST00000373191.9|NM_024852.4"	
HGNC:18424	AGO4	argonaute RISC component 4	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	"hAGO4|KIAA1567|FLJ20033"	argonaute 4	EIF2C4	"eukaryotic translation initiation factor 2C, 4|argonaute RISC catalytic component 4"	Argonaute RISC component family	2037	2002-04-26	2013-02-15	2019-02-01	2020-04-20	192670	ENSG00000134698	OTTHUMG00000004243	uc001bzj.3	AB046787	NM_017629	CCDS397	Q9HCK5	"12906857|25114291"	MGI:1924100	RGD:1304583			607356																				HGNC:18424	"ENST00000373210.4|NM_017629.4"	
HGNC:329	AGRN	agrin	protein-coding gene	gene with protein product	Approved	1p36.33	01p36.33			AGRIN	agrin proteoglycan	Proteoglycans	570	1992-02-14	2007-02-16		2021-05-26	375790	ENSG00000188157	OTTHUMG00000040778	uc001ack.3		NM_198576	CCDS30551	O00468	"1851019|12270958"	MGI:87961	RGD:2067	"Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=AGRN|LRG_198|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_198.xml"		103320					233062					ligandId:5319										HGNC:329	"ENST00000379370.7|NM_198576.4"	HGNC:329
HGNC:333	AGT	angiotensinogen	protein-coding gene	gene with protein product	Approved	1q42.2	01q42.2		alpha-1 antiproteinase, antitrypsin	SERPINA8	serpin peptidase inhibitor, clade A, member 8	"Serpin peptidase inhibitors|Neuropeptides"	"739|1902"	1989-06-30	2001-06-29	2016-01-12	2021-05-26	183	ENSG00000135744	OTTHUMG00000037757	uc001hty.6	K02215	NM_000029	CCDS1585	P01019	"6089875|24172014"	MGI:87963	RGD:2069			106150					119535			I04.953		ligandId:583										HGNC:333	"ENST00000366667.6|NM_001384479.1"	HGNC:333
HGNC:13539	AGTRAP	angiotensin II receptor associated protein	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	ATRAP						2002-09-12		2016-01-12	2018-02-19	57085	ENSG00000177674	OTTHUMG00000002230	uc001asv.4	AF165187	NM_020350	"CCDS41248|CCDS30586|CCDS136|CCDS30585|CCDS44056"	Q6RW13	11733189	MGI:1339977	RGD:1359346			608729																				HGNC:13539	"ENST00000314340.10|NM_020350.5"	
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1	protein-coding gene	gene with protein product	Approved	1q44	01q44	ELYS	ELYS transcription factor like protein TMBS62		AT hook containing transcription factor 1	Nucleoporins	1051	2005-06-20		2015-11-23	2019-03-13	25909	ENSG00000153207	OTTHUMG00000040706	uc001ibv.3		NM_015446	CCDS1629	Q8WYP5	"11952839|17098863"	MGI:1915033	RGD:1561291			610853																				HGNC:24618	"ENST00000648844.2|NM_001323342.2"	
HGNC:344	AHCYL1	adenosylhomocysteinase like 1	protein-coding gene	gene with protein product	Approved	1p13.3	01p13.3	"XPVKONA|IRBIT|PPP1R78"	"inositol 1,4,5-trisphosphate receptor-binding protein|protein phosphatase 1, regulatory subunit 78"		"S-adenosylhomocysteine hydrolase-like 1|adenosylhomocysteinase-like 1"	Protein phosphatase 1 regulatory subunits	694	1999-07-23		2015-11-11	2020-09-17	10768	ENSG00000168710	OTTHUMG00000011652	uc001dyx.4	U82761	NM_001242673	"CCDS818|CCDS55620"	O43865	"11904675|16754674|12525476"	MGI:2385184	RGD:1309768			607826																				HGNC:344	"ENST00000369799.10|NM_006621.7"	
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	protein-coding gene	gene with protein product	Approved	1p36.11-p35.3	01p36.11-p35.3	"DJ159A19.3|RP1-159A19.1"			AT hook, DNA binding motif, containing 1			2005-07-21		2015-11-23	2021-05-26	27245	ENSG00000126705	OTTHUMG00000003398	uc057dvu.1	AK125431	NM_001029882	CCDS30652	Q5TGY3	"8619474|9110174"	MGI:2444218	RGD:1310031			615790					423013															HGNC:25230	"ENST00000673934.1|NM_001371928.1"	HGNC:25230
HGNC:25761	AIDA	axin interactor, dorsalization associated	protein-coding gene	gene with protein product	Approved	1q41	01q41	FLJ12806	axin interaction partner and dorsalization antagonist	C1orf80	chromosome 1 open reading frame 80	C2 domain containing	823	2005-05-24	2008-05-22	2008-05-22	2014-11-19	64853	ENSG00000186063	OTTHUMG00000037653	uc001hnn.4	BC043142	NM_022831	CCDS1533	Q96BJ3	"8619474|9110174|17681137"	MGI:1919737	RGD:1592746			612375																				HGNC:25761	"ENST00000340020.11|NM_022831.4"	
HGNC:357	AIM2	absent in melanoma 2	protein-coding gene	gene with protein product	Approved	1q23.1-q23.2	01q23.1-q23.2	PYHIN4				"Pyrin domain containing|Pyrin and HIN domain family"	"994|995"	1999-04-22			2020-09-17	9447	ENSG00000163568	OTTHUMG00000037183	uc001ftj.2	AF024714	NM_004833	CCDS1181	O14862	"9242382|25665578"	MGI:2686159	RGD:1307283			604578										objectId:2923										HGNC:357	"ENST00000368130.9|NM_004833.3"	
