hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:14604	AMN	amnion associated transmembrane protein	protein-coding gene	gene with protein product	Approved	14q32.32	14q32.32	amnionless			amnionless homolog (mouse)			2002-12-03		2012-12-07	2021-04-13	81693	ENSG00000166126	OTTHUMG00000171897	uc001ymg.5	AF328788	NM_030943	CCDS9977	Q9BXJ7	11279523	MGI:1934943	RGD:1308634	LRG_642|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_642.xml		605799					138568															HGNC:14604	"ENST00000299155.10|NM_030943.4"	HGNC:14604
HGNC:483	ANG	angiogenin	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	"RNASE5|RAA1"	ribonuclease A family member 5		angiogenin, ribonuclease, RNase A family, 5	"Ribonuclease A family|Endoribonucleases"	"723|1687"	1989-05-23		2016-05-03	2021-04-13	283	ENSG00000214274	OTTHUMG00000029576	uc001vxw.4		NM_001097577	CCDS9554	P03950	1978563	MGI:88022	RGD:1594539	"ALSOD, the Amyotrophic Lateral Sclerosis Online Genetic Database|http://alsod.iop.kcl.ac.uk/|LRG_653|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_653.xml"		105850					159700										3.1.27.-					HGNC:483	"ENST00000397990.5|NM_001097577.3"	HGNC:483
HGNC:19961	ANGEL1	angel homolog 1	protein-coding gene	gene with protein product	Approved	14q24.3	14q24.3	Ccr4e		KIAA0759	angel homolog 1 (Drosophila)			2003-11-21	2005-08-04	2016-06-29	2016-06-29	23357	ENSG00000013523	OTTHUMG00000171494	uc001xsv.4	AF111169	NM_015305	CCDS9852	Q9UNK9	11943475	MGI:1915987	RGD:1306238			619537																				HGNC:19961	"ENST00000251089.8|NM_015305.4"	
HGNC:20096	ANKRD9	ankyrin repeat domain 9	protein-coding gene	gene with protein product	Approved	14q32.31	14q32.31					Ankyrin repeat domain containing	403	2002-12-18			2015-10-15	122416	ENSG00000156381	OTTHUMG00000171777	uc001ylz.2	BC015422	NM_001348651	CCDS9973	Q96BM1		MGI:1921501	RGD:1307662			618605																				HGNC:20096	"ENST00000286918.9|NM_152326.4"	
HGNC:556	AP1G2	adaptor related protein complex 1 subunit gamma 2	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	G2AD			"adaptor-related protein complex 1, gamma 2 subunit|adaptor related protein complex 1 gamma 2 subunit"	"Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing|Adaptor related protein complex 1"	"1493|1671"	2000-09-01		2018-04-23	2020-09-17	8906	ENSG00000213983	OTTHUMG00000028760	uc010tnp.2	AB015318	NM_003917	CCDS9602	O75843	"9733768|9762922"	MGI:1328307	RGD:2324507			603534																				HGNC:556	"ENST00000397120.8|NM_003917.5"	
HGNC:575	AP4S1	adaptor related protein complex 4 subunit sigma 1	protein-coding gene	gene with protein product	Approved	14q12	14q12	"CLA20|AP47B|SPG52"			adaptor related protein complex 4 sigma 1 subunit	Adaptor related protein complex 4	1674	2000-09-01		2018-04-23	2021-05-26	11154	ENSG00000100478	OTTHUMG00000140202	uc021rry.2	AB030654	NM_001128126	"CCDS58310|CCDS58309|CCDS9642|CCDS45093"	Q9Y587	"10436028|21620353"	MGI:1337065	RGD:1311990			607243					270052															HGNC:575	"ENST00000542754.7|NM_001128126.3"	HGNC:575
HGNC:20192	AP5M1	adaptor related protein complex 5 subunit mu 1	protein-coding gene	gene with protein product	Approved	14q22.3	14q22.3	"FLJ10813|MuD|mu5"	Mu-2 related death-inducing gene	"C14orf108|MUDENG"	"chromosome 14 open reading frame 108|MU-2/AP1M2 domain containing, death-inducing|adaptor-related protein complex 5, mu 1 subunit|adaptor related protein complex 5 mu 1 subunit"	Adaptor related protein complex 5	1675	2002-12-20	2012-03-20	2018-04-23	2018-04-23	55745	ENSG00000053770	OTTHUMG00000140318	uc001xcv.4	AF094583	NM_018229	CCDS9729	Q9H0R1	18395520	MGI:1921635	RGD:1308087			614368																				HGNC:20192	"ENST00000261558.8|NM_018229.4"	
HGNC:587	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	"APE|REF1|HAP1|APX|APEN|REF-1|APE-1"		APEX	"APEX nuclease (multifunctional DNA repair enzyme)|APEX nuclease (multifunctional DNA repair enzyme) 1"	"SET complex|Endoribonucleases"	"1659|1687"	1997-05-22	2002-09-13	2016-03-08	2020-09-17	328	ENSG00000100823	OTTHUMG00000029544	uc001vxi.4	X59764	NM_001641	CCDS9550	P27695		MGI:88042	RGD:2126	ALSOD, the Amyotrophic Lateral Sclerosis Online Genetic Database|http://alsod.iop.kcl.ac.uk/		107748															4.2.99.18					HGNC:587	"ENST00000216714.8|NM_001641.4"	HGNC:587
HGNC:20363	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	protein-coding gene	gene with protein product	Approved	14q24.3	14q24.3	FIEL1	fibrosis-inducing E3 ligase 1	KIAA0317	KIAA0317	HECT domain containing	1959	2003-11-21	2013-04-15	2013-04-15	2016-10-05	9870	ENSG00000119682	OTTHUMG00000154499	uc001xqb.4	AB002315	NM_014821	CCDS41971	O15033	"9205841|23479728|27162139"	MGI:1915747	RGD:1307597			615380																				HGNC:20363	"ENST00000356357.9|NM_001039479.2"	
HGNC:659	ARF6	ADP ribosylation factor 6	protein-coding gene	gene with protein product	Approved	14q21.3	14q21.3					ARF GTPase family	357	1994-02-01		2015-11-19	2020-09-17	382	ENSG00000165527	OTTHUMG00000140296	uc001wxg.5		NM_001663	CCDS9695	P62330	"1993656|10343114"	MGI:99435	RGD:621279			600464																				HGNC:659	"ENST00000298316.7|NM_001663.4"	
HGNC:664	ARG2	arginase 2	protein-coding gene	gene with protein product	Approved	14q24.1	14q24.1				arginase, type II			1996-08-06		2013-05-01	2020-09-17	384	ENSG00000081181	OTTHUMG00000171807	uc001xjs.4	D86724	NM_001172	CCDS9785	P78540	"8954792|8898077"	MGI:1330806	RGD:2151	The Globin Gene Server|http://lovd.bx.psu.edu/home.php?select_db=ARG2		107830										objectId:1245										HGNC:664	"ENST00000261783.4|NM_001172.4"	
HGNC:675	ARHGAP5	Rho GTPase activating protein 5	protein-coding gene	gene with protein product	Approved	14q12	14q12	"RhoGAP5|p190-B|p190BRhoGAP"		GFI2	growth factor independent 2	Rho GTPase activating proteins	721	1997-08-28			2020-09-17	394	ENSG00000100852	OTTHUMG00000170589	uc001wrn.3	U17032	NM_001030055	"CCDS32062|CCDS45095"	Q13017	8537347	MGI:1332637	RGD:1308507			602680																				HGNC:675	"ENST00000345122.8|NM_001030055.2"	
HGNC:25516	ARHGEF40	Rho guanine nucleotide exchange factor 40	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	"solo|FLJ10357"			Rho guanine nucleotide exchange factor (GEF) 40	Dbl family Rho GEFs	722	2010-09-01		2015-11-09	2015-11-09	55701	ENSG00000165801	OTTHUMG00000171359	uc001vzp.5		NM_001278529	CCDS32041	Q8TER5	16143467	MGI:2685515	RGD:1308093			610018																				HGNC:25516	"ENST00000298694.9|NM_018071.5"	
HGNC:9885	ARID4A	AT-rich interaction domain 4A	protein-coding gene	gene with protein product	Approved	14q23.1	14q23.1	"RBP1|RBP-1"		RBBP1	"retinoblastoma-binding protein 1|AT rich interactive domain 4A (RBP1-like)"	AT-rich interaction domain containing	418	1992-09-17	2004-01-28	2015-11-17	2016-10-05	5926	ENSG00000032219	OTTHUMG00000140320	uc001xdp.4	S57153	NM_023001	"CCDS45114|CCDS9733|CCDS9732"	P29374	"1857421|8455946"	MGI:2444354	RGD:1307442			180201																				HGNC:9885	"ENST00000355431.8|NM_002892.4"	
HGNC:19846	ARMH4	armadillo like helical domain containing 4	protein-coding gene	gene with protein product	Approved	14q23.1	14q23.1	UT2	upstream of mTORC2	C14orf37	chromosome 14 open reading frame 37	Armadillo like helical domain containing	1492	2002-11-27	2018-01-31	2019-02-21	2019-08-08	145407	ENSG00000139971	OTTHUMG00000171173	uc001xdc.4		NM_001001872	CCDS32089	Q86TY3	"25418727|26927669"	MGI:1914669	RGD:1310110																							HGNC:19846	"ENST00000267485.7|NM_001001872.4"	
HGNC:16012	ASB2	ankyrin repeat and SOCS box containing 2	protein-coding gene	gene with protein product	Approved	14q32.12	14q32.12	ASB-2			ankyrin repeat and SOCS box-containing 2	"Ankyrin repeat domain containing|MicroRNA protein coding host genes"	"403|1691"	2001-06-29		2011-01-25	2016-01-14	51676	ENSG00000100628	OTTHUMG00000171298	uc001ycc.3	AF159164	NM_001202429	"CCDS9915|CCDS55940"	Q96Q27		MGI:1929743	RGD:1306414			605759																				HGNC:16012	"ENST00000555019.6|NM_001202429.2"	
HGNC:20123	ASPG	asparaginase	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33		60-kDa-lysophospholipase	C14orf76	"chromosome 14 open reading frame 76|asparaginase homolog (S. cerevisiae)"	Ankyrin repeat domain containing	403	2002-12-18	2008-11-06	2014-03-14	2020-04-20	374569	ENSG00000166183	OTTHUMG00000170045	uc001yoq.3		NM_001080464	CCDS45170	Q86U10		MGI:2144822	RGD:708388			618472										objectId:2762					"3.1.1.5|3.5.1.1"					HGNC:20123	"ENST00000551177.6|NM_001080464.3"	
HGNC:20187	ATG2B	autophagy related 2B	protein-coding gene	gene with protein product	Approved	14q32.2	14q32.2	FLJ10242		C14orf103	"chromosome 14 open reading frame 103|ATG2 autophagy related 2 homolog B (S. cerevisiae)"	Autophagy related	1022	2002-12-20	2007-07-31	2012-06-06	2016-10-05	55102	ENSG00000066739	OTTHUMG00000149933	uc001yfi.4	AK001104	NM_018036	CCDS9944	Q96BY7	22350415	MGI:1923809	RGD:1304878			616226					469970															HGNC:20187	"ENST00000359933.6|NM_018036.7"	
HGNC:19962	ATG14	autophagy related 14	protein-coding gene	gene with protein product	Approved	14q22.3	14q22.3	ATG14L	"Barkor|beclin 1-associated autophagy-related key regulator"	KIAA0831	"KIAA0831|ATG14 autophagy related 14 homolog (S. cerevisiae)"	"Autophagy related|PIK3C3 complex subunits"	"1022|1596"	2003-11-21	2010-06-29	2012-06-06	2016-10-05	22863	ENSG00000126775	OTTHUMG00000172129	uc001xbx.3	AB020638	NM_014924	CCDS32087	Q6ZNE5	18843052	MGI:1261775	RGD:1304610			613515																				HGNC:19962	"ENST00000247178.6|NM_014924.5"	
HGNC:11231	ATL1	atlastin GTPase 1	protein-coding gene	gene with protein product	Approved	14q22.1	14q22.1	"FSP1|AD-FSP"	atlastin	"SPG3|SPG3A"	spastic paraplegia 3A (autosomal dominant)	Atlastins	1887	1993-10-28	2008-09-17	2008-09-17	2021-05-26	51062	ENSG00000198513	OTTHUMG00000140297	uc059bjs.1	AF131801	NM_001127713	"CCDS32077|CCDS9700"	Q8WXF7	"8252041|7825576"	MGI:1921241	RGD:1359232	LRG_360|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_360.xml		606439					119821															HGNC:11231	"ENST00000358385.12|NM_015915.5"	HGNC:11231
HGNC:1188	ATP5MJ	ATP synthase membrane subunit j	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33	"MP68|MLQ|6.8PL"	"6.8 kDa mitochondrial proteolipid|6.8-kDa proteolipid with N-terminal sequence Met-Leu-Gln (MLQ)"	"C14orf2|ATP5MPL"	"chromosome 14 open reading frame 2|ATP synthase membrane subunit 6.8PL"	Mitochondrial complex V: ATP synthase subunits	644	1999-07-22	2020-11-16	2020-11-16	2020-11-16	9556	ENSG00000156411	OTTHUMG00000171601	uc059fuw.1	AF054175	NM_001127393	"CCDS9986|CCDS45169"	P56378	"9653160|17575325|24330338|25851905"	MGI:1917507	RGD:2322889			604573																				HGNC:1188	"ENST00000286953.8|NM_004894.3"	
HGNC:13527	ATP6V1D	ATPase H+ transporting V1 subunit D	protein-coding gene	gene with protein product	Approved	14q23.3	14q23.3	"VATD|VMA8"	V-ATPase subunit D	ATP6M	"ATPase, H+ transporting, lysosomal (vacuolar proton pump)|ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"	V-type ATPase subunits	415	2001-08-01	2002-05-10	2016-02-11	2021-04-15	51382	ENSG00000100554	OTTHUMG00000171244	uc001xjf.4	AF145316	NM_015994	CCDS9780	Q9Y5K8	9442887	MGI:1921084	RGD:735119			609398										objectId:815										HGNC:13527	"ENST00000216442.12|NM_015994.4"	
HGNC:7106	ATXN3	ataxin 3	protein-coding gene	gene with protein product	Approved	14q32.12	14q32.12	"ATX3|JOS"		"SCA3|MJD"	Machado-Joseph disease (spinocerebellar ataxia 3, olivopontocerebellar ataxia 3, autosomal dominant, ataxin 3)	MJD deubiquinating enzymes	997	1987-09-11	2004-08-13	2004-08-12	2021-05-26	4287	ENSG00000066427	OTTHUMG00000162212	uc001yac.5	U64820	NM_004993	"CCDS73680|CCDS45154|CCDS53908|CCDS9900|CCDS32143"	P54252	8358439	MGI:1099442	RGD:621567	LRG_865|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_865.xml		607047					118928			C86.001												HGNC:7106	"ENST00000644486.2|NM_004993.6"	HGNC:7106
HGNC:941	BAG5	BAG cochaperone 5	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33				BCL2 associated athanogene 5	BAG cochaperones	1139	1999-04-23		2019-09-27	2020-09-17	9529	ENSG00000166170	OTTHUMG00000171763	uc001ynj.2	AF095195	NM_001015048	CCDS9982	Q9UL15	"9873016|15603737"	MGI:1917619	RGD:1310847			603885																				HGNC:941	"ENST00000299204.6|NM_001015048.3"	
